year,quarter,level,country_code,country_name,region_code,region_name,gender,age,population,NEET,conf_interval_plus_minus_NEET,percent_NEET,percent_conf_interval_plus_minus_NEET,NET,conf_interval_plus_minus_NET,percent_NET,percent_conf_interval_plus_minus_NET,NET_employment_rate,ILO_unemployed_less_6months,conf_interval_plus_minus_ILO_unemployed_less_6months,ILO_unemployed_more_6months,conf_interval_plus_minus_ILO_unemployed_more_6months,inactive_wants_a_job,conf_interval_plus_minus_inactive_wants_a_job,inactive_does_not_want_a_job,conf_interval_plus_minus_inactive_does_not_want_a_job,reason_inactive_looking_after_family_or_home,conf_interval_plus_minus_reason_inactive_looking_after_family_or_home,reason_inactive_long-term_or_temporary_sick,conf_interval_plus_minus_reason_inactive_long-term_or_temporary sick,reason_inactive_other,conf_interval_plus_minus_reason_inactive_other,percent_ILO_unemployed_less_6months,percent_conf_interval_plus_minus_ILO_unemployed_less_6months,percent_ILO_unemployed_more_6months,percent_conf_interval_plus_minus_ILO_unemployed_more_6months,percent_inactive_wants_a_job,percent_conf_interval_plus_minus_inactive_wants_a_job,percent_inactive_does_not_want_a_job,percent_conf_interval_plus_minus_inactive_does_not_want_a_job,percent_reason_inactive_looking_after_family_or_home,percent_conf_interval_plus_minus_reason_inactive_looking_after_family_or_home,percent_reason_inactive_long-term_temporary_sick,percent_conf_interval_plus_minus_reason_inactive_long-term_temporary_sick,percent_reason_inactive_other,percent_conf_interval_plus_minus_reason_inactive_other,
2009,2,Regional,E92000001 ,England,E12000004,East Midlands,All,16-24,522901,74130,11990,14.2,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,Regional,E92000001 ,England,E12000005,West Midlands,All,16-24,632005,129361,15860,20.5,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,Regional,E92000001 ,England,E12000006,East of England,All,16-24,602067,79885,13092,13.3,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,Regional,E92000001 ,England,E12000007,London,All,16-24,955655,122751,18743,12.8,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,Regional,E92000001 ,England,E12000008,South East,All,16-24,916453,140826,17035,15.4,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,Regional,E92000001 ,England,E12000009,South West,All,16-24,549494,65504,11949,11.9,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,National,E92000001 ,England,,,Male,16-24,2959254,418949,30072,14.2,1.0,1434433,43111,48.5,1.5,70.8,148748,18848,143985,18559,48799,10986,77417,13769,7552,4352,48289,10929,70375,13144,35.5,3.7,34.4,3.7,11.6,2.5,18.5,3.0,1.8,1.0,11.5,2.5,16.8,2.9,
2009,2,National,E92000001 ,England,,,Female,16-24,2990859,522377,33238,17.5,1.1,1401161,43684,46.8,1.5,62.7,112352,16646,63452,12615,109515,16442,237058,23649,230573,23351,37029,9680,78971,14036,21.5,2.9,12.1,2.3,21.0,2.9,45.4,3.5,44.1,3.5,7.1,1.8,15.1,2.5,
2009,2,National,E92000001 ,England,,,All,18-24,4645654,812393,42367,17.5,0.9,2626220,55289,56.5,1.2,69.1,220048,23692,168428,20848,139500,19035,284417,26739,229883,24189,77566,14291,116468,17437,27.1,2.6,20.7,2.3,17.2,2.2,35.0,2.7,28.3,2.6,9.5,1.7,14.3,2.0,
2009,2,Regional,E92000001 ,England,E12000001,North East,All,18-24,251308,53128,9790,21.1,3.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,Regional,E92000001 ,England,E12000002,North West,All,18-24,631816,127101,16650,20.1,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,Regional,E92000001 ,England,E12000003,Yorkshire and the Humber,All,18-24,496667,98388,14215,19.8,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,Regional,E92000001 ,England,E12000004,East Midlands,All,18-24,411016,64955,11236,15.8,2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,Regional,E92000001 ,England,E12000005,West Midlands,All,18-24,484290,112585,14881,23.2,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,Regional,E92000001 ,England,E12000006,East of England,All,18-24,460481,69484,12444,15.1,2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,Regional,E92000001 ,England,E12000007,London,All,18-24,776294,114013,18387,14.7,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,Regional,E92000001 ,England,E12000008,South East,All,18-24,707577,117359,15897,16.6,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,Regional,E92000001 ,England,E12000009,South West,All,18-24,426204,55381,11335,13.0,2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,National,E92000001 ,England,,,Male,18-24,2295454,346765,28120,15.1,1.2,1315833,38837,57.3,1.7,73.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,National,E92000001 ,England,,,Female,18-24,2350200,465628,31571,19.8,1.3,1310387,39341,55.8,1.7,64.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,National,E92000001 ,England,,,All,19-24,3982124,704185,39711,17.7,1.0,2369578,51093,59.5,1.3,70.3,185363,21928,140915,19230,125692,18198,252215,25352,213551,23448,72531,13919,91825,15622,26.3,2.7,20.0,2.5,17.8,2.4,35.8,3.0,30.3,2.9,10.3,1.9,13.0,2.1,
2009,2,Regional,E92000001 ,England,E12000001,North East,All,19-24,209584,44499,8879,21.2,4.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,Regional,E92000001 ,England,E12000002,North West,All,19-24,547706,111269,15698,20.3,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,Regional,E92000001 ,England,E12000003,Yorkshire and the Humber,All,19-24,429789,83262,13212,19.4,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,Regional,E92000001 ,England,E12000004,East Midlands,All,19-24,347564,56736,10427,16.3,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,Regional,E92000001 ,England,E12000005,West Midlands,All,19-24,412558,100879,14060,24.5,3.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,Regional,E92000001 ,England,E12000006,East of England,All,19-24,386532,59317,11591,15.3,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,Regional,E92000001 ,England,E12000007,London,All,19-24,692345,98916,17351,14.3,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,Regional,E92000001 ,England,E12000008,South East,All,19-24,598471,106771,15182,17.8,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,Regional,E92000001 ,England,E12000009,South West,All,19-24,357574,42536,10147,11.9,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,National,E92000001 ,England,,,Male,19-24,1969697,294260,26101,14.9,1.3,1189756,35809,60.4,1.8,75.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,2,National,E92000001 ,England,,,Female,19-24,2012427,409925,29793,20.4,1.5,1179822,36433,58.6,1.8,65.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,National,E92000001 ,England,,,All,16,645055,42688,9013,6.6,1.4,59781,10514,9.3,1.6,28.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,National,E92000001 ,England,,,All,17,660780,66178,11299,10.0,1.7,119123,14469,18.0,2.2,44.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,National,E92000001 ,England,,,All,18,651345,109602,14420,16.8,2.2,244627,18666,37.6,2.9,55.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,National,E92000001 ,England,,,All,19,636965,103255,14400,16.2,2.3,277797,19376,43.6,3.0,62.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,National,E92000001 ,England,,,All,20,638956,108920,14915,17.0,2.3,297026,19782,46.5,3.1,63.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,National,E92000001 ,England,,,All,21,667830,122940,15907,18.4,2.4,385272,20278,57.7,3.0,68.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,National,E92000001 ,England,,,All,22,675990,124406,16588,18.4,2.5,436238,20479,64.5,3.0,71.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,National,E92000001 ,England,,,All,23,656343,124112,16396,18.9,2.5,461135,19140,70.3,2.9,73.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,National,E92000001 ,England,,,All,24,690136,113367,15693,16.4,2.3,492273,19153,71.3,2.8,77.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,National,E92000001 ,England,,,All,16-17,1305835,108866,14442,8.3,1.1,178904,17964,13.7,1.4,39.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,National,E92000001 ,England,,,Male,16-17,659646,60246,10476,9.1,1.6,103746,13239,15.7,2.0,41.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,National,E92000001 ,England,,,Female,16-17,646189,48620,9912,7.5,1.5,75158,12047,11.6,1.9,35.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,National,E92000001 ,England,,,All,16-18,1957180,218468,20428,11.2,1.0,423531,26712,21.6,1.4,48.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,National,E92000001 ,England,,,Male ,16-18,994795,119718,14858,12.0,1.5,230589,19270,23.2,1.9,48.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,National,E92000001 ,England,,,Female,16-18,962385,98750,13990,10.3,1.5,192942,18458,20.0,1.9,48.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,National,E92000001 ,England,,,All,16-24,5923400,915468,43162,15.5,0.7,2773271,59581,46.8,1.0,67.0,286483,25616,184931,20766,144127,18397,299927,26179,235421,23327,81516,13911,127117,17303,31.3,2.4,20.2,2.1,15.7,1.9,32.8,2.4,25.7,2.3,8.9,1.5,13.9,1.8,
2009,1,Regional,E92000001 ,England,E12000001,North East,All,16-24,308103,53294,9643,17.3,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,Regional,E92000001 ,England,E12000002,North West,All,16-24,827326,148437,16991,17.9,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,Regional,E92000001 ,England,E12000003,Yorkshire and the Humber,All,16-24,639675,103674,14085,16.2,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,Regional,E92000001 ,England,E12000004,East Midlands,All,16-24,521492,67892,11189,13.0,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,Regional,E92000001 ,England,E12000005,West Midlands,All,16-24,627345,124864,15350,19.9,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,Regional,E92000001 ,England,E12000006,East of England,All,16-24,595018,82056,12748,13.8,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,Regional,E92000001 ,England,E12000007,London,All,16-24,936338,131905,18918,14.1,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,Regional,E92000001 ,England,E12000008,South East,All,16-24,916737,129145,16161,14.1,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,Regional,E92000001 ,England,E12000009,South West,All,16-24,551367,74202,12447,13.5,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,National,E92000001 ,England,,,Male,16-24,2952318,413038,29214,14.0,1.0,1393325,42042,47.2,1.4,70.4,174946,19884,121558,16733,51654,11042,64880,12347,7082,4120,47593,10606,61859,12062,42.4,3.8,29.4,3.5,12.5,2.5,15.7,2.8,1.7,1.0,11.5,2.5,15.0,2.7,
2009,1,National,E92000001 ,England,,,Female,16-24,2971082,502430,31729,16.9,1.1,1379946,42216,46.4,1.4,63.6,111537,16090,63373,12230,92473,14699,235047,22847,228339,22546,33923,8993,65258,12406,22.2,2.9,12.6,2.3,18.4,2.7,46.8,3.5,45.4,3.5,6.8,1.8,13.0,2.4,
2009,1,National,E92000001 ,England,,,All,18-24,4617565,806602,40915,17.5,0.9,2594367,53465,56.2,1.2,68.9,244085,24111,161688,19808,125732,17538,275097,25506,228045,23348,72866,13429,99918,15679,30.3,2.6,20.0,2.2,15.6,2.0,34.1,2.6,28.3,2.5,9.0,1.6,12.4,1.8,
2009,1,Regional,E92000001 ,England,E12000001,North East,All,18-24,245227,45381,8929,18.5,3.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,Regional,E92000001 ,England,E12000002,North West,All,18-24,639333,129835,16005,20.3,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,Regional,E92000001 ,England,E12000003,Yorkshire and the Humber,All,18-24,509299,93077,13415,18.3,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,Regional,E92000001 ,England,E12000004,East Midlands,All,18-24,404699,58891,10453,14.6,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,Regional,E92000001 ,England,E12000005,West Midlands,All,18-24,481140,107612,14339,22.4,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,Regional,E92000001 ,England,E12000006,East of England,All,18-24,454262,69805,11917,15.4,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,Regional,E92000001 ,England,E12000007,London,All,18-24,754561,123934,18566,16.4,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,Regional,E92000001 ,England,E12000008,South East,All,18-24,707129,111489,15271,15.8,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,Regional,E92000001 ,England,E12000009,South West,All,18-24,421915,66579,11917,15.8,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,National,E92000001 ,England,,,Male,18-24,2292672,352792,27577,15.4,1.2,1289580,37914,56.2,1.7,72.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,National,E92000001 ,England,,,Female,18-24,2324893,453810,30114,19.5,1.3,1304788,37703,56.1,1.6,65.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,National,E92000001 ,England,,,All,19-24,3966220,697000,38334,17.6,1.0,2349740,49492,59.2,1.2,70.3,204330,22264,132042,18069,110351,16565,250276,24490,214624,22787,68148,13089,77855,13972,29.3,2.8,18.9,2.4,15.8,2.2,35.9,2.9,30.8,2.8,9.8,1.8,11.2,1.9,
2009,1,Regional,E92000001 ,England,E12000001,North East,All,19-24,212015,40093,8370,18.9,3.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,Regional,E92000001 ,England,E12000002,North West,All,19-24,553711,111131,14953,20.1,2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,Regional,E92000001 ,England,E12000003,Yorkshire and the Humber,All,19-24,434688,79717,12489,18.3,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,Regional,E92000001 ,England,E12000004,East Midlands,All,19-24,347043,52018,9807,15.0,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,Regional,E92000001 ,England,E12000005,West Midlands,All,19-24,407840,92461,13388,22.7,3.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,Regional,E92000001 ,England,E12000006,East of England,All,19-24,382425,62696,11310,16.4,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,Regional,E92000001 ,England,E12000007,London,All,19-24,674865,108175,17557,16.0,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,Regional,E92000001 ,England,E12000008,South East,All,19-24,599510,101870,14661,17.0,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,Regional,E92000001 ,England,E12000009,South West,All,19-24,354123,48839,10425,13.8,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,National,E92000001 ,England,,,Male,19-24,1957523,293320,25438,15.0,1.3,1162736,35000,59.4,1.8,74.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2009,1,National,E92000001 ,England,,,Female,19-24,2008697,403680,28525,20.1,1.4,1187004,34998,59.1,1.7,66.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2008,4,National,E92000001 ,England,,,All,16,640307,40429,8689,6.3,1.4,55133,10022,8.6,1.6,26.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2008,4,National,E92000001 ,England,,,All,17,659125,54594,10211,8.3,1.5,99956,13288,15.2,2.0,45.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2008,4,National,E92000001 ,England,,,All,18,668844,106932,14337,16.0,2.1,246613,18873,36.9,2.8,56.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2008,4,National,E92000001 ,England,,,All,19,637428,94333,13946,14.8,2.2,265174,19358,41.6,3.0,64.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2008,4,National,E92000001 ,England,,,All,20,649320,108570,15048,16.7,2.3,304123,20123,46.8,3.1,64.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2008,4,National,E92000001 ,England,,,All,21,665625,117471,15791,17.6,2.4,397068,20321,59.7,3.1,70.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2008,4,National,E92000001 ,England,,,All,22,669589,112135,16009,16.7,2.4,429829,20555,64.2,3.1,73.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2008,4,National,E92000001 ,England,,,All,23,661123,105806,15390,16.0,2.3,465512,19159,70.4,2.9,77.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2008,4,National,E92000001 ,England,,,All,24,692973,104280,15311,15.0,2.2,490103,19485,70.7,2.8,78.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2008,4,National,E92000001 ,England,,,All,16-17,1299432,95023,13396,7.3,1.0,155090,16682,11.9,1.3,38.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2008,4,National,E92000001 ,England,,,Male,16-17,657406,52400,9785,8.0,1.5,85354,12143,13.0,1.8,38.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2008,4,National,E92000001 ,England,,,Female,16-17,642026,42623,9128,6.6,1.4,69735,11408,10.9,1.8,38.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2008,4,National,E92000001 ,England,,,All,16-18,1968276,201955,19584,10.3,1.0,401703,26012,20.4,1.3,49.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2008,4,National,E92000001 ,England,,,Male ,16-18,991554,107982,14176,10.9,1.4,216730,18806,21.9,1.9,50.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2008,4,National,E92000001 ,England,,,Female,16-18,976722,93973,13498,9.6,1.4,184973,17935,18.9,1.8,49.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2008,4,National,E92000001 ,England,,,All,16-24,5944334,844550,41802,14.2,0.7,2753511,59703,46.3,1.0,69.3,280924,25406,133578,17745,155780,19127,274267,25118,226698,22932,76134,13463,127216,17327,33.3,2.5,15.8,2.0,18.4,2.1,32.5,2.5,26.8,2.4,9.0,1.5,15.1,1.9,
2008,4,Regional,E92000001 ,England,E12000001,North East,All,16-24,311447,52202,9980,16.8,3.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2008,4,Regional,E92000001 ,England,E12000002,North West,All,16-24,830890,134992,16165,16.2,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2008,4,Regional,E92000001 ,England,E12000003,Yorkshire and the Humber,All,16-24,642350,88492,12812,13.8,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2008,4,Regional,E92000001 ,England,E12000004,East Midlands,All,16-24,514879,64682,11205,12.6,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2008,4,Regional,E92000001 ,England,E12000005,West Midlands,All,16-24,639910,105268,14771,16.5,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2008,4,Regional,E92000001 ,England,E12000006,East of England,All,16-24,601994,79017,12793,13.1,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2008,4,Regional,E92000001 ,England,E12000007,London,All,16-24,927289,135618,18609,14.6,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2008,4,Regional,E92000001 ,England,E12000008,South East,All,16-24,918445,122790,15866,13.4,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2008,4,Regional,E92000001 ,England,E12000009,South West,All,16-24,557130,61489,11502,11.0,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
2008,4,National,E92000001 ,England,,,Male,16-24,2950878,351526,27460,11.9,0.9,1382871,42302,46.9,1.4,74.6,159536,19170,91487,14693,49243,10859,51260,11075,5279,3582,35325,9219,59899,11954,45.4,4.1,26.0,3.7,14.0,2.9,14.6,2.9,1.5,1.0,10.0,2.5,17.0,3.1,
